paper_no,first_author_surname,authors,year,title,journal,volume,issue,pages,doi_stableurl,abstract,used,excld_1,excld_2,excld_3,excld_4,excld_5,excld_6,excld_7,excld_8,comments
1496,Warner,D. A. Warner and R. Shine,2005,The Adaptive Significance Of Temperature-Dependent Sex Determination: Experimental Tests With A Short-Lived Lizard,Evolution,59,10,2209-2221,http://www.jstor.org/stable/3449104,"Why is the sex of many reptiles determined by the temperatures that these animals experience during embryogenesis, rather than by their genes? The Charnov-Bull model suggests that temperature-dependent sex determination (TSD) can enhance maternal fitness relative to genotypic sex determination (GSD) if offspring traits affect fitness differently for sons versus daughters and nest temperatures either determine or predict those offspring traits. Although potential pathways for such effects have attracted much speculation, empirical tests largely have been precluded by logistical constraints (i.e., long life spans and late maturation of most TSD reptiles). We experimentally tested four differential fitness models within the Charnov-Bull framework, using a short-lived, early-maturing Australian lizard (Amphibolurus muricatus) with TSD. Eggs from wild-caught females were incubated at a range of thermal regimes, and the resultant hatchlings raised in large outdoor enclosures. We applied an aromatase inhibitor to half the eggs to override thermal effects on sex determination, thus decoupling sex and incubation temperature. Based on relationships between incubation temperatures, hatching dates, morphology, growth, and survival of hatchlings in their first season, we were able to reject three of the four differential fitness models. First, matching offspring sex to egg size was not plausible because the relationship between egg (offspring) size and fitness was similar in the two sexes. Second, sex differences in optimal incubation temperatures were not evident, because (1) although incubation temperature influenced offspring phenotypes and growth, it did so in similar ways in sons versus daughters, and (2) the relationship between phenotypic traits and fitness was similar in the two sexes, at least during preadult life. We were unable to reject a fourth model, in which TSD enhances offspring fitness by generating seasonal shifts in offspring sex ratio: that is, TSD allows overproduction of daughters (the sex likely to benefit most from early hatching) early in the nesting season. In keeping with this model, hatching early in the season massively enhanced body size at the beginning of the first winter, albeit with a significant decline in probability of survival. Thus, the timing of hatching is likely to influence reproductive success in this short-lived, early maturing species; and this effect may well differ between the sexes.",Partially,N,N,N,N,Y,N,N,N,Did not extract data from hormone manipulated lizards. 
1497,Warner,"Warner, DA; Shine, R",2008,The Adaptive Significance Of Temperature-Dependent Sex Determination In A Reptile,Nature,451,7178,566-568,10.1038/nature06519,"Understanding the mechanisms that determine an individual's sex remains a primary challenge for evolutionary biology. Chromosome- based systems ( genotypic sex determination) that generate roughly equal numbers of sons and daughters accord with theory(1), but the adaptive significance of environmental sex determination ( that is, when embryonic environmental conditions determine offspring sex, ESD) is a major unsolved problem(2,3). Theoretical models predict that selection should favour ESD over genotypic sex determination when the developmental environment differentially influences male versus female fitness ( that is, the Charnov - Bull model)(4), but empirical evidence for this hypothesis remains elusive in amniote vertebrates - the clade in which ESD is most prevalent(5). Here we provide the first substantial empirical support for this model by showing that incubation temperatures influence reproductive success of males differently than that of females in a short- lived lizard ( Amphibolurus muricatus, Agamidae) with temperature- dependent sex determination. We incubated eggs at a variety of temperatures, and de- confounded sex and incubation temperature by using hormonal manipulations to embryos. We then raised lizards in field enclosures and quantified their lifetime reproductive success. Incubation temperature affected reproductive success differently in males versus females in exactly the way predicted by theory: the fitness of each sex was maximized by the incubation temperature that produces that sex. Our results",N,N,N,N,N,Y,N,N,N,NA
1498,Warner,"Warner, DA; Jorgensen, CF; Janzen, FJ",2010,Maternal And Abiotic Effects On Egg Mortality And Hatchling Size Of Turtles: Temporal Variation In Selection Over Seven Years,Functional Ecology,24,4,857-866,10.1111/j.1365-2435.2010.01714.x,"P>1. Maternal and environmental factors influence embryo development and offspring phenotypes in ways that are likely to impact fitness. Most studies that address this issue, however, fail to mimic the complexities of natural environmental parameters and only quantify selection during a single season. 2. In this study, we examined year-to-year variation in how maternal factors (egg mass, nesting phenology and nest-site choice) and external abiotic factors (temperature and precipitation) impact egg survival and hatchling morphology in the painted turtle (Chrysemys picta) over seven nesting seasons in the field. In addition, we quantify annual variation in the strength and form of selection operating on maternal factors. 3. Overall, our results demonstrated very low, if any, consistency in how maternal and environmental factors impact egg survival and hatchling size in the field. That is, different variables had different effects in different years. Accordingly, the strength and form of natural selection operating on egg size, nesting phenology and nest-site choice were inconsistent across years, suggesting low potential for substantive or directional evolutionary shifts in these maternal effects. 4. These results may partially explain why traits like egg size and nest-site choice exhibit variation (i.e. are not perfectly optimized), and highlight the importance of multiyear field studies in gaining a more complete picture of the factors driving variation in critical early life-history events and demographic parameters.",N,N,N,N,Y,N,N,N,N,NA
1499,Warner,"Warner, DA; Lovern, MB; Shine, R",2007,Maternal Nutrition Affects Reproductive Output And Sex Allocation In A Lizard With Environmental Sex Determination,Proceedings of the Royal Society B - Biological Sciences,274,1611,883-890,10.1098/rspb.2006.0105,"Life-history traits such as offspring size, number and sex ratio are affected by maternal feeding rates in many kinds of animals, but the consequences of variation in maternal diet quality (rather than quantity) are poorly understood. We manipulated dietary quality of reproducing female lizards (Amphibolurus muricatus; Agamidae), a species with temperature-dependent sex determination, to examine strategies of reproductive allocation. Females maintained on a poor-quality diet produced fewer clutches but massively (twofold) larger eggs with lower concentrations of yolk testosterone than did conspecific females given a high-quality diet. Although all eggs were incubated at the same temperature, and yolk steroid hormone levels were not correlated with offspring sex, the nutrient-deprived females produced highly male-biased sex ratios among their offspring. These responses to maternal nutrition generate a link between sex and offspring size, in a direction likely to enhance maternal fitness if large body size enhances reproductive success more in sons than in daughters (as seems plausible, given the mating system of this species). Overall, our results showthat sex determination in these animals is more complex, and responsive to a wider range of environmental cues, than that suggested by the classification of 'environmental sex determination'.",N,N,N,N,N,N,N,N,Y,Did not manipulate incubation conditions.
1500,Warnr,"Warner, DA; Moody, MA; Telemeco, RS",2011,Is Water Uptake By Reptilian Eggs Regulated By Physiological Processes Of Embryos Or A Passive Hydraulic Response To Developmental Environments?,Comparative Biochemistry and Physiology A - Molecular and Integrative Physiology,160,3,421-425,10.1016/j.cbpa.2011.07.013,"Moisture availability is critical for successful embryonic development in many organisms. In most oviparous reptiles, for example, water exchange between eggs and the surrounding environment can have substantial fitness consequences, but regulation of this process is unclear. Here, we evaluate whether water uptake by eggs of the lizard Anolis sagrei is regulated by the presence of a live embryo or is a passive hydraulic response to substrate moisture conditions. Many eggs laid in our captive colony were infertile or contained embryos that died during early stages of development, yet these 'dead' eggs continued to gain mass similar to that of 'live' eggs at least during the first half of incubation. Our results suggest that water uptake by eggs is largely a passive hydraulic process during the first half of incubation, but active regulation by embryos may be necessary during latter stages. Maternal effects (e.g., deposition of salts into yolk) could influence this passive process during early incubation. (C) 2011 Elsevier Inc. All rights reserved.",N,N,N,N,N,N,N,N,Y,"Did not measure phenotype, same data from paper # 1501"
1501,Warner,"D. A. Warner, M. A. Moody, R. S. Telemeco and J. J. Kolbe",2012,"Egg Environments Have Large Effects On Embryonic Development, But Have Minimal Consequences For Hatchling Phenotypes In An Invasive Lizard",Biological Journal of the Linnean Society,105,1,25-41,http://dx.doi.org/10.1111/j.1095-8312.2011.01778.x,"Plastic responses of embryos to developmental environments can shape phenotypes in ways that impact fitness. The mechanisms by which developmental conditions affect offspring phenotypes vary substantially among taxa and are poorly understood in most systems. In this study, we evaluate the effects of thermal and hydric conditions on patterns of egg water uptake, embryonic development and yolk metabolism in embryos of the lizard Anolis sagrei to gain insights into how these factors shape morphological variation in hatchlings. Our 3 x 2 experimental design (3 thermal and 2 hydric conditions) revealed that developmental temperature has strong effects on rates of development and yolk metabolism, but the impacts of moisture were minimal. Increased water uptake by eggs under relatively wet conditions resulted in larger hatchlings with less internalized residual yolk than hatchlings from dry-incubated eggs. However, the relatively small phenotypic differences among treatments may have small fitness consequences. These results demonstrate that embryos of A. sagrei can tolerate a broad range of environmental conditions without substantial impacts on critical morphological traits. Such embryonic tolerances may facilitate colonization and establishment in novel environments. (C) 2011 The Linnean Society of London, Biological Journal of the Linnean Society, 2012, 105, 2541.",Y,N,N,N,N,N,N,N,N,NA
1502,Warner,"Warner, DA; Shine, R",2006,"Morphological Variation Does Not Influence Locomotor Performance Within A Cohort Of Hatchling Lizards (Amphibolurus Muricatus, Agamidae)",Oikos,114,1,126-134,10.1111/j.2006.0030-1299.14761.x,"A causal link between morphology and performance is a central tenet of ecomorphological analyses, but there are few detailed analyses of exactly how morphological variation within a hatchling cohort maps onto locomotor performance, and especially whether or not different tasks favour different morphologies (or vice versa). We measured morphological traits (including body length, mass, head size, limb proportions and fluctuating asymmetry [FA]) on a large sample of laboratory-incubated hatchling lizards (Amphibolurus muricatus, Agamidae), and used principal component analysis to reduce this data set to four major axes of variation (size, shape and two FA axes). Running speeds of each lizard were measured on raceways at four inclines, from level (0 degrees) through to steep (45 degrees). Unsurprisingly, steeper inclines reduced locomotor speeds. Absolute body size was the only morphological trait that was consistently related to sprinting performance, and the relationships were similar at each incline. Within-cohort variation in body shape and FA among this large sample was unrelated to locomotor speeds, thus challenging the common assumption of a causal link between these variables. The only exception was a weak trend for greater hind limb length to enhance locomotor performance more at steep inclines than at shallower angles. In general, our data suggest that different morphological traits do not differentially maximize locomotor performance up variable inclines. Overall, our data provide a cautionary note about the generality of causal connections between within-cohort morphological variation and locomotor performance under different environmental contexts.",N,N,N,N,N,N,N,N,Y,Repeated data; Relevant results reported in paper # 1496
1503,Warner,"Warner, DA; Shine, R",2008,Maternal Nest-Site Choice In A Lizard With Temperature-Dependent Sex Determination,Animal Behaviour,75,3,861-870,10.1016/j.anbehav.2007.07.007,"In oviparous species, mothers can optimize the incubation environments of their offspring by selecting nest sites with conditions conducive to embryonic development. Hence, maternal nest-site selection can enhance egg survival and offspring fitness. However, the challenge to a nesting female is complex because of trade-offs among relevant parameters (e. g. hotter nests may be drier) and seasonal shifts in ambient conditions. Moreover, the influence of nest conditions on offspring sex ratios adds another level of complexity for species with environmental sex determination. To elucidate these issues, we need field data on nesting behaviour that incorporate the multiple influences that operate under natural conditions. We radiotracked gravid jacky dragons, Amphibolurus muricatus, in open forest habitats of southeastern Australia to document the lizards' criteria for nest-site choice females selected sites with lower than average canopy cover, resulting in relatively warm nests throughout the prolonged nesting season. Although soil moisture levels decreased over this period and were strongly correlated with mean temperatures, female lizards were able to locate nesting sites that provided consistently moist (and increasingly warm) incubation conditions as the season progressed. Such sites apparently became more difficult to find later in the season, resulting in a higher incidence of test holes prior to nest excavation. Seasonal shifts in diel maximum temperatures also pushed the daily time of digging activity into the evening. Because jacky dragons have temperature-dependent sex determination, the seasonal shift in mean incubation temperatures of natural nests would generate seasonal shifts in offspring sex ratios in a direction likely to enhance maternal fitness. (c) 2007 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.",N,N,N,N,Y,N,N,N,N,NA
1504,Warner,"Warner, DA; Shine, R",2009,Maternal And Environmental Effects On Offspring Phenotypes In An Oviparous Lizard: Do Field Data Corroborate Laboratory Data?,Oecologia,161,1,209-220,10.1007/s00442-009-1366-1,"A vast literature suggests that maternal factors and egg incubation conditions have substantial effects on offspring phenotypes in oviparous species. However, many studies that evaluate these effects have relied on experimental conditions that are rarely, if ever, encountered under natural conditions. To address this issue, we evaluated relationships among maternal factors, natural nest conditions, egg development in the field, and the resultant offspring phenotypes in a lizard with temperature-dependent sex determination, the jacky dragon (Amphibolurus muricatus, Agamidae). Many, but not all, of the relationships shown in our field-based study corroborate results from laboratory-based experiments. Offspring body size was affected primarily by egg size at oviposition, as well as by water uptake by eggs, rather than by environmental variables measured within the nest. Date of oviposition was related to offspring growth rate and body size prior to the onset of winter; this relationship is likely mediated through an influence on the timing of hatching. Nest temperature generated substantial variation in egg survival; nests that experienced higher temperatures and higher thermal fluctuations suffered relatively high egg mortality. Contrary to results from laboratory incubation, however, nest temperature did not predict offspring sex ratios. Hence, although many results from this field study corroborate those from the laboratory, caution is needed when extrapolating laboratory-incubation results to field conditions.",N,N,N,N,Y,N,N,N,N,NA
1505,Warner,"Warner, DA; Uller, T; Shine, R",2009,Fitness Effects Of The Timing Of Hatching May Drive The Evolution Of Temperature-Dependent Sex Determination In Short-Lived Lizards,Evolutionary Ecology,23,2,281-294,10.1007/s10682-007-9222-4,"In several species of short-lived Australian agamid lizards, an individual's sex is determined by the nest temperatures encountered during incubation. The adaptive significance of such systems remains unclear. Here, we explore the hypothesis that (1) the optimal timing of hatching differs between the sexes, and thus (2) temperature-dependent sex determination (TSD) enhances maternal and offspring fitness by generating seasonal shifts in offspring sex ratios. Our model predicts that TSD can indeed enhance maternal fitness returns in short-lived lizards if (1) male-male competition is intense, thus reducing mating success of newly-matured males (but not females), and (2) the nesting season is prolonged, such that seasonal effects become significant. Available data on the distribution of TSD in Australian agamid lizards broadly support these predictions. Because both the level of male-male competition and the length of nesting season can vary at small spatial and temporal scales, selective forces on sex-determining mechanisms also should vary. Hence, our model predicts extensive small-scale (intraspecific) variation in sex-determining systems within agamid lizards, as well as among species.",N,N,N,N,Y,N,N,N,N,NA
1506,Warner,"Warner, DA; Uller, T; Shine, R",2013,Transgenerational Sex Determination: The Embryonic Environment Experienced By A Male Affects Offspring Sex Ratio,Scientific Reports,3,NA,2709Ê,10.1038/srep02709,"Conditions experienced during embryonic development can have lasting effects, even carrying across generations. Most evidence for transgenerational effects comes from studies of female mammals, with much less known about egg-laying organisms or paternally-mediated effects. Here we show that offspring sex can be affected by the incubation temperature its father experiences years earlier. We incubated eggs of an Australian lizard with temperature-dependent sex determination under three thermal regimes; some eggs were given an aromatase inhibitor to produce sons at temperatures that usually produce only daughters. Offspring were raised to maturity and freely interbred within field enclosures. After incubating eggs of the subsequent generation and assigning parentage, we found that the developmental temperature experienced by a male significantly influences the sex of his future progeny. This transgenerational effect on sex ratio may reflect an epigenetic influence on paternally-inherited DNA. Clearly, sex determination in reptiles is far more complex than is currently envisaged.",N,N,N,N,N,N,N,N,Y,Not applicable; Transgeneration effects
1507,Warner,"Warner, DA; Woo, KL; Van Dyk, DA; Evans, CS; Shine, R",2010,Egg Incubation Temperature Affects Male Reproductive Success But Not Display Behaviors In Lizards,Behavioral Ecology and Sociobiology,64,5,803-813,10.1007/s00265-009-0897-0,"The complex ritualized displays of males in many territorial species suggest that selection has shaped male behaviors in ways that affect fitness. In this study, we evaluated the link between display behavior during male-male interactions and reproductive success in the Australian jacky dragon (Amphibolurus muricatus), a lizard species that uses a complex series of movement patterns for communication. We quantified variation in male display behaviors by using video playback experiments in the laboratory, and subsequently assessed variation in male reproductive success by paternity analyses of offspring. Because the lizards used in this study came from eggs incubated under three thermal environments, we also could evaluate the impact of developmental temperature on adult behavior and reproductive success. Incubation temperature had a strong effect on male reproductive success; males produced under intermediate temperatures sired more offspring than those produced under extreme developmental temperatures. However, incubation temperature did not affect male display behavior, nor was male behavior associated with reproductive success. Our findings do not support the common assumption that display behaviors used during male-male interactions affect reproductive success.",N,N,Y,N,N,Y,N,N,N,NA
1508,Watkins,"Watkins, TB",2000,"The Effects Of Acute And Developmental Temperature On Burst Swimming Speed And Myofibrillar Atpase Activity In Tadpoles Of The Pacific Tree Frog, Hyla Regilla",Physiological and Biochemical Zoology,73,3,356-364,10.1086/316744,"The effects of acute and developmental temperature on maximum burst swimming speed, body size, and myofibrillar ATPase activity were assessed in tadpoles of the Pacific tree frog, Hyla regilla. Tadpoles from field-collected egg masses were reared in the laboratory at 15 degrees (cool) and 25 degrees C (warm). Body size, maximum burst swimming speed from 5 degrees to 35 degrees C, and tail myofibrillar ATPase activity at 15 degrees and 25 degrees C were measured at a single developmental stage. Burst speed of both groups of tadpoles was strongly affected by test temperature (P < 0.001). Performance maxima spanned test temperatures of 15 degrees-25 degrees C for the cool group and 15 degrees-30 degrees C for the warm group. Burst speed also depended on developmental temperature (P < 0.001), even after accounting for variation in body size. At most test temperatures, the cool-reared tadpoles swam faster than the warm-reared tadpoles. Myofibrillar ATPase activity was affected by test temperature (P < 0.001). Like swimming speed, enzyme activity was greater in the cool-reared tadpoles than in the warm-reared tadpoles, a difference that was significant when assayed at 15 degrees C (P < 0.01). These results suggest a mechanism for developmental temperature effects on locomotor performance observed in other taxa.",N,N,N,N,N,N,N,N,Y,Study on frogs (not a reptile)
1509,Watkins,"Watkins, TB; Vraspir, J",2006,Both Incubation Temperature And Posthatching Temperature Affect Swimming Performance And Morphology Of Wood Frog Tadpoles (Rana Sylvatica),Physiological and Biochemical Zoology,79,1,140-149,10.1086/498182,"In many oviparous vertebrates, hatchling phenotypes are influenced by egg incubation temperature. Many of those phenotypic traits can also acclimate to long-term thermal conditions of juveniles and adults, yet the interactive effects of prehatching and posthatching temperatures on phenotypes have not been studied. To address such interaction, we incubated eggs of wood frogs (Rana sylvatica) at two temperatures and subsequently reared larvae at three temperatures in a fully factorial design. We measured body size, size-independent morphology, and burst swimming speed at one developmental stage. Body size was independent of egg temperature but decreased significantly with increasing larval temperature. Size-independent morphology depended in complex ways on both temperature treatments directly and on their interaction. Burst speed was not influenced directly by egg temperature but was influenced by larval temperature and by the interactions among egg temperature, larval temperature, and test temperature. Our results indicate pervasive effects of egg temperature even late in the larval period and show that prehatching and posthatching temperatures can interact to affect various phenotypic traits. Tadpoles may be able to alter the long-term effects of incubation temperature by choosing particular larval developmental temperatures. Thus, the importance of incubation temperature in oviparous vertebrates should be evaluated by considering the effects of posthatching temperatures.",N,N,N,N,N,N,N,N,Y,Study on frogs (not a reptile)
1510,Webb,G. J. W. Webb and H. Cooperpreston,1989,Effects Of Incubation Temperature On Crocodiles And The Evolution Or Reptilian Oviparity,American Zoologist,29,3,953-971,http://www.jstor.org/stable/3883496,NA,Y,N,N,N,N,N,N,N,N,NA
1511,Webb,"J. K. Webb, G. P. Brown and R. Shine",2001,"Body Size, Locomotor Speed And Antipredator Behaviour In A Tropical Snake (Tropidonophis Mairii, Colubridae): The Influence Of Incubation Environments And Genetic Factors",Functional Ecology,15,5,561-568,http://dx.doi.org/10.1046/j.0269-8463.2001.00570.x,"1. The physical conditions experienced by reptile embryos inside natural nests can influence the size, shape and behaviour of the resultant hatchlings. Although most reptiles are tropical, the effects of incubation temperatures on offspring phenotypes have received little attention in tropical species. 2. The consequences of differences in thermal variance during incubation on offspring were studied in a tropical natricine snake (the Keelback Tropidonophis mairii), which lays eggs in soil cracks of varying depths. Some 253 eggs from 19 clutches were incubated under two thermal regimes with identical mean temperatures (25.6 degreesC), but temperatures in the 'variable' treatment fluctuated more (21.8-29.6 degreesC) than those in the 'constant' temperature treatment (25.2-26.5 degreesC). These thermal regimes were similar to those of shallow (20 cm deep) and deep (40 cm deep) soil cracks, respectively, and represent thermal conditions inside natural nests and potential nest sites. 3. Incubation temperatures affected body size, shape and antipredator behaviour of hatchling snakes. Snakes from constant temperature incubation were longer and thinner than snakes from high variance incubation. Clutch effects influenced all offspring traits, with significant interactions between clutch of origin and incubation treatment for body size, but not swimming speed or behaviour. 4. There was a significant interaction between incubation treatment and offspring sex on neonate swimming speed. Incubation under cycling thermal regimes significantly increased swimming speeds of females, but had little effect on males. Such sex differences in phenotypic responses of hatchling snakes support a major assumption of the Charnov-Bull hypothesis for the evolution of temperature-dependent sex determination.",Y,N,N,N,N,N,N,N,N,"Could extract data from Fig. 2 with sexes seperated. Some data is presented for sexes seperated, and could be extracted instead of the pooled data."
1512,Webb,"Webb, JK; Shine, R; Christian, KA",2006,The Adaptive Significance Of Reptilian Viviparity In The Tropics: Testing The Maternal Manipulation Hypothesis,Evolution,60,1,115-122,10.1554/05-460.1,"Phylogenetic transitions from oviparity to viviparity in reptiles generally have occurred in cold climates, apparently driven by selective advantages accruing from maternal regulation of incubation temperature. But why, then, are viviparous reptiles so successful in tropical climates? Viviparity might enhance fitness in the tropics via the same pathway as in the temperate zone, if pregnant female reptiles in the tropics maintain more stable temperatures than are available in nests (Shine's maternal manipulation hypothesis). Alternatively, viviparity might succeed in the tropics for entirely different reasons than apply in the temperate zone. Our data support the maternal manipulation hypothesis. In a laboratory thermal gradient, pregnant death adders (Acanthophis praelongus) from tropical Australia maintained less variable body temperatures (but similar mean temperatures) than did nonpregnant females. Females kept at a diel range of 25-31 degrees C (as selected by pregnant females) gave birth earlier and produced larger offspring (greater body length and head size) than did females kept at 23-33 degrees C (as selected by nonpregnant snakes). Larger body size enhanced offspring recapture rates (presumably reflecting survival rates) in the field. Thus, even in the tropics, reproducing female reptiles manipulate the thermal regimes experienced by their developing embryos in ways that enhance the fitness of their offspring. This similarity across climatic zones suggests that a single general hypothesis-maternal manipulation of thermal conditions for embryogenesis-may explain the selective advantage of viviparity in tropical as well as cold-climate reptiles.",N,Y,N,N,N,N,N,N,N,NA
1513,While,"While, GM; Uller, T; Wapstra, E",2009,Offspring Performance And The Adaptive Benefits Of Prolonged Pregnancy: Experimental Tests In A Viviparous Lizard,Functional Ecology,23,4,818-825,10.1111/j.1365-2435.2009.01544.x,"Offspring locomotor performance has been shown to influence fitness related traits in a wide range of taxa. One potential mechanism by which viviparous animals can increase the performance (e.g. sprint speed) of their offspring is by prolonging pregnancy (beyond that required for complete development). However, to date studies examining this potentially important maternal effect have been largely descriptive. The skink Egernia whitii is an ideal candidate species to examine the consequences of delayed parturition on the performance of offspring as it routinely gives birth asynchronously despite synchronous offspring development. Using correlative data from a natural population and experimental manipulations of birthing asynchrony, we tested the prediction that, within litters, last born offspring have a better locomotor performance than first born offspring. We show that prolonged pregnancy does significantly influence average offspring locomotor performance; however, contrary to predictions, the direction of this effect is dependent on gestation length and thus offspring date of birth. Last born offspring had significantly poorer performance than first born offspring in litters early in the season with this pattern reversed late in the season. These results do not support the hypothesis that prolonged retention of fully formed offspring consistently increases offspring performance; however, they may help us understand the asymmetries in offspring competitive ability generated by birthing asynchrony.",N,Y,N,N,N,N,N,N,N,NA
1514,Whitehead,"P. J. Whitehead, R. S. Seymour and G. J. W. Webb",1992,"Energetics Of Development Of Embryos Of The Australian Freshwater Crocodile, Crocodylus Johnstoni - Relation To Duration Of Incubation ",Physiological Zoology,65,2,360-378,http://www.jstor.org/stable/30158258,"At laying, eggs of Crocodylus johnstoni contain approximately 440 kJ of energy. During constant-temperature incubation this energy is depleted from the egg at 1.47 times the rate of accumulation in embryonic tissue. Thus, energetic efficiency during development is 68%. Additional losses in membranes and other residues at hatching (16 kJ) reduce whole-incubation efficiency to about 65%. Energy losses are similar at 29-degrees and 31-degrees-C, despite a 19-d (24%) extension of the incubation period at the lower temperature. Total production efficiency in C. johnstoni is similar to other reptiles but higher than in birds. We suggest that energy costs of development of reptilian embryos are relatively insensitive to duration of incubation because maintenance costs are small compared with other energy demands.",Y,N,N,N,N,N,N,N,N,NA
1515,Wibbels,"Wibbels, T; Bull, JJ; Crews, D",1991,Chronology And Morphology Of Temperature-Dependent Sex Determination,Journal of Experimental Zoology,260,3,371-381,10.1002/jez.1402600311,"Temperature sensitivity and gonadal differentiation were studied in a turtle, Trachemys scripta, with temperature-dependent sex determination. Sex determination was sensitive to both the duration and magnitude of incubation temperature. Temperature exerted an ""all or none"" effect on the ovarian or testicular nature of most gonads, but affected the length of ovaries in a graded fashion. Collectively, the results indicate that sex determination is controlled by the quantitative effect of temperature during a period beginning prior to (histologically detectable) sexual differentiation and extending to a time when initial sex specific changes are evident in the gonads.",N,N,N,Y,N,N,N,N,N,NA
1516,Wibbels,"T. Wibbels, J. J. Bull and D. Crews",1991,Synergism Between Temperature And Estradiol - A Common Pathway In Turtle Sex Determination,Journal of Experimental Zoology,260,1,130-134,http://dx.doi.org/10.1002/jez.1402600117,"In many reptiles, the temperature at which the eggs are incubated determines the sex of the hatchlings. Administration of estradiol will counteract the masculinizing effects of a male-producing temperature, resulting in female hatchlings. To address whether temperature and estrogen are biologically equivalent, two experiments were conducted with the red-eared slider turtle, Trachemys scripta. In the first experiment, varying dosages of estrogen were administered at Stage 17 (the middle of the temperature-sensitive window) to eggs maintained at two temperatures, 26-degrees-C (which normally produces all males) and 28.2-degrees-C (which produces mostly males but lies at the threshold of the transition from male- to female-producing temperatures). Results indicate that estrogen and temperature exert a synergistic effect on sex determination. In the second experiment, estrogen was administered at different stages of embryonic development. The results indicate an estrogen-sensitive period ranging from Stage 14 through Stage 21, a period similar to the temperature-sensitive period for this species. The results of these experiments are consistent with the hypothesis that temperature and estradiol act in a common pathway in temperature-dependent sex determination.",Partially,N,N,N,N,Y,N,N,N,Hormone manipulation data excluded.
1517,Wibbels,"Wibbels, T; Crews, D",1992,Specificity Of Steroid Hormone-Induced Sex Determination In A Turtle,Journal of Endocrinology,133,1,121-129,10.1677/joe.0.1330121,"The specificity of steroid hormone-induced sex determination was investigated in the red-eared slider, Trachemys scripta, a turtle with temperature-dependent sex determination. All eggs were incubated at either a female-producing temperature (31-degrees-C) or a male-producing temperature (26-degrees-C) and received control or experimental treatments at stage 17-18 of embryonic development. A variety of treatments induced female sex determination at the male-producing temperature. Oestradiol-17-beta, diethylstilboestrol (DES) (an oestrogen agonist) and norethindrone (NET) (a progestin with reputed oestrogenic as well as anti-oestrogenic properties) were the most effective in inducing female sex determination. Other reputed oestrogen antagonists/partial agonists (i.e. tamoxifen, nafoxidine and clomiphene citrate) were also capable of inducing female sex determination, but to a lesser extent. A high dosage of testosterone resulted in the production of some females (7 of 15 hatchlings) whereas dihydrotestosterone had no detectable effect on sex determination. This latter finding suggests that testosterone could be acting via aromatization to oestradiol-17-beta. A few females resulted from eggs that had been treated with aromatase inhibitor, 1,4,6-androstatrien-3,17-dione (ATD) (3 of 97), the antiandrogen hydroxyflutamide (1 of 55) and progesterone (3 of 36), suggesting the possibilities of non-specific effects of these compounds when used in large dosages. Alternatively, metabolites of these compounds may be oestrogenic. Collectively, the results at the male-producing temperature are consistent with the hypothesis that steroid-induced female sex determination is mediated via an oestrogen-specific receptor. With the exception of a single male turtle (produced from an egg treated with 4-androsten-4-ol-3,17-dione (4-OHA)), the various treatments were not able to induce male sex determination at a female-producing temperature. This suggests that either (i) sex determination has little or no sensitivity to steroid hormones at a female-producing temperature, (ii) the effects of steroid hormones are overridden by the effect of the female-producing temperature or (iii) the effects of steroid hormones are similar to the effects of the female-producing temperature and are thus masked. The effects of the treatments on Mullerian duct differentiation and development were also recorded. NET exerted distinct and equivalent effects at both male- and female-producing temperatures, with many of the females exhibiting a hypertrophied cranial portion of the Mullerian ducts but lacking the caudal portion (i.e. Mullerian duct agenesia). A similar effect was shown for the majority of females produced from eggs treated with DES and for one turtle produced from an egg treated with oestradiol-17-beta at the female-producing temperature. Certain dosages of oestradiol-17-beta and oestradiol-3-benzoate resulted in females with full length hypertrophied Mullerian ducts. Tamoxifen, nafoxidine and clomiphene citrate treatments did not stimulate Mullerian duct agenesia, but they did appear to act as oestrogen agonists in blocking Mullerian duct regression in some males. Further, although clomiphene citrate did not stimulate agenesia, it did produce hypertrophic Mullerian ducts in some males and females. The latter result is consistent with the hypothesis that different receptors could be involved in the differentiation versus hypertrophy of the Mullerian ducts.",Partially,N,N,N,N,N,N,N,N,Hormone manipulation and injection controls data excluded.
